Type,Genre,Sub-genre,Topic,Low level,mid level,high level,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9
Non-fiction,Science and technology,Freshwater organisms,Freshwater flatworms,9,12,13,,,,
Non-fiction,Science and technology,Freshwater organisms,Freshwater crustaceans,9,10,12,,,,
Non-fiction,Science and technology,Freshwater organisms,Freshwater bryozoans,9,11,13,,,,
Non-fiction,Science and technology,Freshwater organisms,Freshwater copepods,9,11,13,,,,
Non-fiction,Science and technology,Freshwater organisms,Freshwater hydra,9,10,11,,,,
Non-fiction,Science and technology,Freshwater organisms,Freshwater rotifers,10,11,14,,,,
Non-fiction,Science and technology,Freshwater organisms,"Freshwater oligochaetes (e.g., tubifex worms)",10,13,16,,,,
Non-fiction,Science and technology,Freshwater organisms,Freshwater amphipods,10,12,15,,,,
Non-fiction,Science and technology,Freshwater organisms,Freshwater isopods,10,12,14,,,,
Non-fiction,Science and technology,Freshwater organisms,Freshwater gastropods,10,13,16,,,,
Non-fiction,Science and technology,Rainforest organisms,Jaguar,1,2,4,,,,
Non-fiction,Science and technology,Rainforest organisms,Anaconda,1,4,5,,,,
Non-fiction,Science and technology,Rainforest organisms,Toucan,1,4,5,,,,
Non-fiction,Science and technology,Rainforest organisms,Orangutan,1,3,4,,,,
Non-fiction,Science and technology,Rainforest organisms,Gorilla,1,2,5,,,,
Non-fiction,Science and technology,Rainforest organisms,Harpy eagle,2,4,7,,,,
Non-fiction,Science and technology,Rainforest organisms,Poison dart frog,2,4,7,,,,
Non-fiction,Science and technology,Rainforest organisms,Sloth,2,4,7,,,,
Non-fiction,Science and technology,Rainforest organisms,Capybara,2,4,6,,,,
Non-fiction,Science and technology,Rainforest organisms,Macaw,2,3,4,,,,
Non-fiction,Science and technology,Rainforest organisms,Howler monkey,3,6,7,,,,
Non-fiction,Science and technology,Rainforest organisms,Caiman,3,5,6,,,,
Non-fiction,Science and technology,Rainforest organisms,Tapir,3,5,8,,,,
Non-fiction,Science and technology,Rainforest organisms,Spider monkey,3,5,6,,,,
Non-fiction,Science and technology,Rainforest organisms,Chameleon,3,4,5,,,,
Non-fiction,Science and technology,Rainforest organisms,Piranha,4,6,9,,,,
Non-fiction,Science and technology,Rainforest organisms,Boa constrictor,4,6,8,,,,
Non-fiction,Science and technology,Rainforest organisms,Anteater,4,7,8,,,,
Non-fiction,Science and technology,Rainforest organisms,Leaf-cutter ant,4,7,8,,,,
Non-fiction,Science and technology,Rainforest organisms,Jaguarundi,4,6,7,,,,
Non-fiction,Science and technology,Rainforest organisms,Ocelot,5,6,8,,,,
Non-fiction,Science and technology,Rainforest organisms,Scarlet macaw,5,6,9,,,,
Non-fiction,Science and technology,Rainforest organisms,Three-toed sloth,5,6,9,,,,
Non-fiction,Science and technology,Rainforest organisms,Capuchin monkey,5,7,8,,,,
Non-fiction,Science and technology,Rainforest organisms,Agouti,5,6,8,,,,
Non-fiction,Science and technology,Rainforest organisms,Kinkajou,6,9,11,,,,
Non-fiction,Science and technology,Rainforest organisms,Spectacled caiman,6,9,12,,,,
Non-fiction,Science and technology,Rainforest organisms,Toco toucan,6,7,9,,,,
Non-fiction,Science and technology,Rainforest organisms,Golden lion tamarin,6,8,9,,,,
Non-fiction,Science and technology,Rainforest organisms,Red-eyed tree frog,6,9,10,,,,
Non-fiction,Science and technology,Rainforest organisms,Armadillo,7,10,12,,,,
Non-fiction,Science and technology,Rainforest organisms,Giant river otter,7,8,11,,,,
Non-fiction,Science and technology,Rainforest organisms,Squirrel monkey,7,9,11,,,,
Non-fiction,Science and technology,Rainforest organisms,Black caiman,7,9,11,,,,
Non-fiction,Science and technology,Rainforest organisms,Green iguana,7,9,11,,,,
Non-fiction,Science and technology,Rainforest organisms,Pink river dolphin,8,10,11,,,,
Non-fiction,Science and technology,Rainforest organisms,Blue morpho butterfly,8,10,11,,,,
Non-fiction,Science and technology,Rainforest organisms,Coati,8,9,10,,,,
Non-fiction,Science and technology,Rainforest organisms,Tamarin monkey,8,11,13,,,,
Non-fiction,Science and technology,Rainforest organisms,Giant anteater,8,11,12,,,,
Non-fiction,Science and technology,Rainforest organisms,Tapir,9,10,11,,,,
Non-fiction,Science and technology,Rainforest organisms,Spider monkey,9,12,14,,,,
Non-fiction,Science and technology,Rainforest organisms,Woolly monkey,9,12,13,,,,
Non-fiction,Science and technology,Rainforest organisms,Red howler monkey,9,10,12,,,,
Non-fiction,Science and technology,Rainforest organisms,Golden poison frog,9,10,12,,,,
Non-fiction,Science and technology,Rainforest organisms,Collared peccary,10,12,13,,,,
Non-fiction,Science and technology,Rainforest organisms,Jaguarundi,10,11,13,,,,
Non-fiction,Science and technology,Rainforest organisms,Margay,10,13,16,,,,
Non-fiction,Science and technology,Rainforest organisms,Tamandua,10,13,14,,,,
Non-fiction,Science and technology,Rainforest organisms,Red-footed tortoise,10,11,12,,,,
Non-fiction,Science and technology,Deciduous forest organisms,White-tailed deer,1,2,4,,,,
Non-fiction,Science and technology,Deciduous forest organisms,Eastern gray squirrel,1,4,5,,,,
Non-fiction,Science and technology,Deciduous forest organisms,Eastern chipmunk,1,3,6,,,,
Non-fiction,Science and technology,Deciduous forest organisms,Red-tailed hawk,1,2,3,,,,
Non-fiction,Science and technology,Deciduous forest organisms,Eastern cottontail rabbit,1,4,6,,,,
Non-fiction,Science and technology,Deciduous forest organisms,Raccoon,2,4,6,,,,
Non-fiction,Science and technology,Deciduous forest organisms,Eastern box turtle,2,4,7,,,,
Non-fiction,Science and technology,Deciduous forest organisms,American robin,2,5,7,,,,
Non-fiction,Science and technology,Deciduous forest organisms,Eastern bluebird,2,4,5,,,,
Non-fiction,Science and technology,Deciduous forest organisms,Wild turkey,2,5,6,,,,
Non-fiction,Science and technology,Deciduous forest organisms,American black bear,3,6,8,,,,
Non-fiction,Science and technology,Deciduous forest organisms,Red fox,3,4,7,,,,
Non-fiction,Science and technology,Deciduous forest organisms,Great horned owl,3,5,6,,,,
Non-fiction,Science and technology,Deciduous forest organisms,Northern cardinal,3,4,5,,,,
Non-fiction,Science and technology,Deciduous forest organisms,American beaver,3,6,8,,,,
Non-fiction,Science and technology,Deciduous forest organisms,Wood duck,4,6,8,,,,
Non-fiction,Science and technology,Deciduous forest organisms,Eastern newt,4,7,10,,,,
Non-fiction,Science and technology,Deciduous forest organisms,Eastern garter snake,4,7,9,,,,
Non-fiction,Science and technology,Deciduous forest organisms,Black-capped chickadee,4,5,6,,,,
Non-fiction,Science and technology,Deciduous forest organisms,Eastern opossum,4,7,9,,,,
Non-fiction,Science and technology,Deciduous forest organisms,White-footed mouse,5,6,8,,,,
Non-fiction,Science and technology,Deciduous forest organisms,Eastern screech owl,5,6,7,,,,
Non-fiction,Science and technology,Deciduous forest organisms,Gray catbird,5,8,10,,,,
Non-fiction,Science and technology,Deciduous forest organisms,Painted turtle,5,8,11,,,,
Non-fiction,Science and technology,Deciduous forest organisms,Red-bellied woodpecker,5,7,9,,,,
Non-fiction,Science and technology,Deciduous forest organisms,American toad,6,7,10,,,,
Non-fiction,Science and technology,Deciduous forest organisms,Northern water snake,6,7,9,,,,
Non-fiction,Science and technology,Deciduous forest organisms,Barred owl,6,9,11,,,,
Non-fiction,Science and technology,Deciduous forest organisms,Eastern hognose snake,6,7,10,,,,
Non-fiction,Science and technology,Deciduous forest organisms,Woodchuck,6,9,12,,,,
Non-fiction,Science and technology,Deciduous forest organisms,Bobcat,7,10,13,,,,
Non-fiction,Science and technology,Deciduous forest organisms,Eastern box turtle,7,10,13,,,,
Non-fiction,Science and technology,Deciduous forest organisms,Wild turkey,7,9,10,,,,
Non-fiction,Science and technology,Deciduous forest organisms,Red-shouldered hawk,7,9,10,,,,
Non-fiction,Science and technology,Deciduous forest organisms,Yellow-bellied sapsucker,7,8,10,,,,
Non-fiction,Science and technology,Deciduous forest organisms,Black bear,8,9,12,,,,
Non-fiction,Science and technology,Deciduous forest organisms,White-breasted nuthatch,8,11,12,,,,
Non-fiction,Science and technology,Deciduous forest organisms,Gray squirrel,8,11,14,,,,
Non-fiction,Science and technology,Deciduous forest organisms,Eastern chipmunk,8,11,12,,,,
Non-fiction,Science and technology,Deciduous forest organisms,Eastern gray treefrog,8,11,14,,,,
Non-fiction,Science and technology,Deciduous forest organisms,Virginia opossum,9,11,13,,,,
Non-fiction,Science and technology,Deciduous forest organisms,Eastern box turtle,9,11,12,,,,
Non-fiction,Science and technology,Deciduous forest organisms,Northern mockingbird,9,10,11,,,,
Non-fiction,Science and technology,Deciduous forest organisms,Eastern fence lizard,9,10,13,,,,
Non-fiction,Science and technology,Deciduous forest organisms,Cooper's hawk,9,10,11,,,,
Non-fiction,Science and technology,Deciduous forest organisms,American goldfinch,10,11,12,,,,
Non-fiction,Science and technology,Deciduous forest organisms,Eastern kingbird,10,13,16,,,,
Non-fiction,Science and technology,Deciduous forest organisms,Eastern garter snake,10,12,15,,,,
Non-fiction,Science and technology,Deciduous forest organisms,Eastern chipmunk,10,11,14,,,,
Non-fiction,Science and technology,Deciduous forest organisms,White-tailed deer,10,13,15,,,,
Non-fiction,Science and technology,Extinct organisms,Tyrannosaurus rex,1,2,5,,,,
Non-fiction,Science and technology,Extinct organisms,Woolly mammoth,1,3,6,,,,
Non-fiction,Science and technology,Extinct organisms,Saber-toothed tiger,1,2,4,,,,
Non-fiction,Science and technology,Extinct organisms,Velociraptor,1,2,4,,,,
Non-fiction,Science and technology,Extinct organisms,Stegosaurus,1,4,5,,,,
Non-fiction,Science and technology,Extinct organisms,Triceratops,2,3,4,,,,
Non-fiction,Science and technology,Extinct organisms,Brachiosaurus,2,3,6,,,,
Non-fiction,Science and technology,Extinct organisms,Dodo bird,2,3,5,,,,
Non-fiction,Science and technology,Extinct organisms,Megalodon,2,4,7,,,,
Non-fiction,Science and technology,Extinct organisms,Woolly rhinoceros,2,5,7,,,,
Non-fiction,Science and technology,Extinct organisms,Giant ground sloth,3,6,9,,,,
Non-fiction,Science and technology,Extinct organisms,Quetzalcoatlus,3,5,8,,,,
Non-fiction,Science and technology,Extinct organisms,Smilodon,3,4,6,,,,
Non-fiction,Science and technology,Extinct organisms,Pteranodon,3,4,7,,,,
Non-fiction,Science and technology,Extinct organisms,Archaeopteryx,3,6,8,,,,
Non-fiction,Science and technology,Extinct organisms,Megaloceros (Irish elk),4,6,7,,,,
Non-fiction,Science and technology,Extinct organisms,Aurochs,4,6,9,,,,
Non-fiction,Science and technology,Extinct organisms,Moa,4,5,8,,,,
Non-fiction,Science and technology,Extinct organisms,Ankylosaurus,4,6,8,,,,
Non-fiction,Science and technology,Extinct organisms,Passenger pigeon,4,6,8,,,,
Non-fiction,Science and technology,Extinct organisms,Dimetrodon,5,6,8,,,,
Non-fiction,Science and technology,Extinct organisms,Glyptodon,5,6,8,,,,
Non-fiction,Science and technology,Extinct organisms,Haast's eagle,5,8,10,,,,
Non-fiction,Science and technology,Extinct organisms,Dire wolf,5,6,9,,,,
Non-fiction,Science and technology,Extinct organisms,Mastodon,5,7,10,,,,
Non-fiction,Science and technology,Extinct organisms,Great auk,6,8,11,,,,
Non-fiction,Science and technology,Extinct organisms,Giant short-faced bear,6,8,10,,,,
Non-fiction,Science and technology,Extinct organisms,Irish elk,6,9,12,,,,
Non-fiction,Science and technology,Extinct organisms,Thylacine (Tasmanian tiger),6,8,10,,,,
Non-fiction,Science and technology,Extinct organisms,Dunkleosteus,6,9,12,,,,
Non-fiction,Science and technology,Extinct organisms,Andrewsarchus,7,10,11,,,,
Non-fiction,Science and technology,Extinct organisms,Titanoboa,7,8,9,,,,
Non-fiction,Science and technology,Extinct organisms,Woolly rhinoceros,7,10,11,,,,
Non-fiction,Science and technology,Extinct organisms,Woolly mammoth,7,8,10,,,,
Non-fiction,Science and technology,Extinct organisms,Saber-toothed cat,7,10,12,,,,
Non-fiction,Science and technology,Extinct organisms,Quagga,8,10,12,,,,
Non-fiction,Science and technology,Extinct organisms,Coelacanth,8,9,11,,,,
Non-fiction,Science and technology,Extinct organisms,Tasmanian tiger (Thylacine),8,11,12,,,,
Non-fiction,Science and technology,Extinct organisms,Steller's sea cow,8,10,11,,,,
Non-fiction,Science and technology,Extinct organisms,Passenger pigeon,8,9,12,,,,
Non-fiction,Science and technology,Extinct organisms,Dodo bird,9,10,12,,,,
Non-fiction,Science and technology,Extinct organisms,Giant sloth,9,12,13,,,,
Non-fiction,Science and technology,Extinct organisms,Irish elk,9,11,14,,,,
Non-fiction,Science and technology,Extinct organisms,Woolly rhinoceros,9,12,14,,,,
Non-fiction,Science and technology,Extinct organisms,Woolly mammoth,9,10,12,,,,
Non-fiction,Science and technology,Extinct organisms,Saber-toothed cat,10,12,15,,,,
Non-fiction,Science and technology,Extinct organisms,Megalodon,10,13,16,,,,
Non-fiction,Science and technology,Extinct organisms,Quagga,10,13,14,,,,
Non-fiction,Science and technology,Extinct organisms,Giant ground sloth,10,13,15,,,,
Non-fiction,Science and technology,Extinct organisms,Dodo bird,10,12,15,,,,
Non-fiction,Science and technology,Inventions,Wheel,1,4,7,,,,
Non-fiction,Science and technology,Inventions,Printing press,1,2,3,,,,
Non-fiction,Science and technology,Inventions,Electricity,1,2,3,,,,
Non-fiction,Science and technology,Inventions,Telephone,1,2,3,,,,
Non-fiction,Science and technology,Inventions,Internet,1,2,4,,,,
Non-fiction,Science and technology,Inventions,Light bulb,2,5,8,,,,
Non-fiction,Science and technology,Inventions,Airplane,2,4,6,,,,
Non-fiction,Science and technology,Inventions,Penicillin,2,5,6,,,,
Non-fiction,Science and technology,Inventions,Automobile,2,4,6,,,,
Non-fiction,Science and technology,Inventions,Computer,2,3,5,,,,
Non-fiction,Science and technology,Inventions,Television,3,5,6,,,,
Non-fiction,Science and technology,Inventions,Radio,3,4,5,,,,
Non-fiction,Science and technology,Inventions,Refrigerator,3,4,6,,,,
Non-fiction,Science and technology,Inventions,Camera,3,4,5,,,,
Non-fiction,Science and technology,Inventions,Steam engine,3,4,5,,,,
Non-fiction,Science and technology,Inventions,Antibiotics,4,7,9,,,,
Non-fiction,Science and technology,Inventions,X-ray,4,5,8,,,,
Non-fiction,Science and technology,Inventions,Telescope,4,7,10,,,,
Non-fiction,Science and technology,Inventions,Microscope,4,6,8,,,,
Non-fiction,Science and technology,Inventions,Transistor,4,5,8,,,,
Non-fiction,Science and technology,Inventions,GPS,5,8,11,,,,
Non-fiction,Science and technology,Inventions,Mobile phone,5,8,9,,,,
Non-fiction,Science and technology,Inventions,Atomic bomb,5,8,9,,,,
Non-fiction,Science and technology,Inventions,MRI scanner,5,8,10,,,,
Non-fiction,Science and technology,Inventions,Vaccines,5,7,9,,,,
Non-fiction,Science and technology,Inventions,Sewing machine,6,7,9,,,,
Non-fiction,Science and technology,Inventions,Bicycle,6,7,8,,,,
Non-fiction,Science and technology,Inventions,Air conditioning,6,9,11,,,,
Non-fiction,Science and technology,Inventions,Calculator,6,8,9,,,,
Non-fiction,Science and technology,Inventions,Radar,6,9,10,,,,
Non-fiction,Science and technology,Inventions,Nuclear power,7,8,11,,,,
Non-fiction,Science and technology,Inventions,Microwave oven,7,9,11,,,,
Non-fiction,Science and technology,Inventions,Artificial intelligence,7,9,11,,,,
Non-fiction,Science and technology,Inventions,Solar panels,7,8,10,,,,
Non-fiction,Science and technology,Inventions,Washing machine,7,9,12,,,,
Non-fiction,Science and technology,Inventions,Barbed wire,8,10,11,,,,
Non-fiction,Science and technology,Inventions,Printing,8,11,13,,,,
Non-fiction,Science and technology,Inventions,Pacemaker,8,10,13,,,,
Non-fiction,Science and technology,Inventions,Fiberglass,8,10,11,,,,
Non-fiction,Science and technology,Inventions,Laser,8,9,11,,,,
Non-fiction,Science and technology,Inventions,Plastic,9,12,15,,,,
Non-fiction,Science and technology,Inventions,GPS navigation,9,12,14,,,,
Non-fiction,Science and technology,Inventions,Artificial heart,9,11,13,,,,
Non-fiction,Science and technology,Inventions,Walkie-talkie,9,11,13,,,,
Non-fiction,Science and technology,Inventions,Hearing aid,9,11,12,,,,
Non-fiction,Science and technology,Inventions,Velcro,10,11,14,,,,
Non-fiction,Science and technology,Inventions,Zipper,10,12,13,,,,
Non-fiction,Science and technology,Inventions,Electric guitar,10,11,12,,,,
Non-fiction,Science and technology,Inventions,Drone,10,13,14,,,,
Non-fiction,Science and technology,Inventions,3D printer,10,11,14,,,,
Non-fiction,Science and technology,Technology,Smartphone,1,4,5,,,,
Non-fiction,Science and technology,Technology,Computer,1,4,7,,,,
Non-fiction,Science and technology,Technology,Internet,1,3,6,,,,
Non-fiction,Science and technology,Technology,Television,1,2,5,,,,
Non-fiction,Science and technology,Technology,Laptop,1,2,5,,,,
Non-fiction,Science and technology,Technology,Tablet,2,3,6,,,,
Non-fiction,Science and technology,Technology,Smartwatch,2,4,5,,,,
Non-fiction,Science and technology,Technology,GPS,2,5,8,,,,
Non-fiction,Science and technology,Technology,Digital camera,2,4,6,,,,
Non-fiction,Science and technology,Technology,Wi-Fi,2,4,5,,,,
Non-fiction,Science and technology,Technology,Bluetooth,3,4,7,,,,
Non-fiction,Science and technology,Technology,Headphones,3,5,6,,,,
Non-fiction,Science and technology,Technology,Gaming console,3,4,5,,,,
Non-fiction,Science and technology,Technology,Virtual reality headset,3,5,7,,,,
Non-fiction,Science and technology,Technology,Drone,3,5,7,,,,
Non-fiction,Science and technology,Technology,Self-driving cars,4,7,10,,,,
Non-fiction,Science and technology,Technology,Fitness tracker,4,6,9,,,,
Non-fiction,Science and technology,Technology,3D printer,4,5,8,,,,
Non-fiction,Science and technology,Technology,Augmented reality glasses,4,7,8,,,,
Non-fiction,Science and technology,Technology,Home automation systems,4,5,8,,,,
Non-fiction,Science and technology,Technology,E-book reader,5,6,7,,,,
Non-fiction,Science and technology,Technology,"Streaming devices (e.g., Roku, Apple TV)",5,8,11,,,,
Non-fiction,Science and technology,Technology,"Smart home assistants (e.g., Amazon Echo, Google Home)",5,6,9,,,,
Non-fiction,Science and technology,Technology,Robotics,5,6,9,,,,
Non-fiction,Science and technology,Technology,"Biometric authentication (e.g., fingerprint, face recognition)",5,7,9,,,,
Non-fiction,Science and technology,Technology,Internet of Things (IoT) devices,6,7,9,,,,
Non-fiction,Science and technology,Technology,Artificial intelligence (AI),6,8,11,,,,
Non-fiction,Science and technology,Technology,"Virtual assistants (e.g., Siri, Alexa)",6,8,10,,,,
Non-fiction,Science and technology,Technology,Wearable technology,6,9,10,,,,
Non-fiction,Science and technology,Technology,Electric vehicles,6,8,9,,,,
Non-fiction,Science and technology,Technology,Smart appliances,7,10,13,,,,
Non-fiction,Science and technology,Technology,Nanotechnology,7,8,11,,,,
Non-fiction,Science and technology,Technology,Cryptocurrency,7,8,11,,,,
Non-fiction,Science and technology,Technology,Facial recognition technology,7,8,11,,,,
Non-fiction,Science and technology,Technology,Voice-controlled devices,7,10,11,,,,
Non-fiction,Science and technology,Technology,Wireless charging,8,9,12,,,,
Non-fiction,Science and technology,Technology,Gesture recognition technology,8,11,12,,,,
Non-fiction,Science and technology,Technology,Quantum computing,8,10,13,,,,
Non-fiction,Science and technology,Technology,Holographic displays,8,9,10,,,,
Non-fiction,Science and technology,Technology,Biotechnology,8,11,13,,,,
Non-fiction,Science and technology,Technology,Drones for delivery services,9,11,14,,,,
Non-fiction,Science and technology,Technology,Blockchain technology,9,11,12,,,,
Non-fiction,Science and technology,Technology,Smart clothing,9,12,15,,,,
Non-fiction,Science and technology,Technology,Robotic exoskeletons,9,11,14,,,,
Non-fiction,Science and technology,Technology,Biometric implants,9,11,13,,,,
Non-fiction,Science and technology,Technology,Brain-computer interfaces,10,11,14,,,,
Non-fiction,Science and technology,Technology,Gesture-controlled interfaces,10,13,15,,,,
Non-fiction,Science and technology,Technology,Personal flying vehicles,10,11,12,,,,
Non-fiction,Science and technology,Technology,Space tourism technology,10,13,14,,,,
Non-fiction,Science and technology,Technology,Hoverboards,10,13,15,,,,
Non-fiction,History,Biographies,Albert Einstein,1,2,3,,,,
Non-fiction,History,Biographies,Leonardo da Vinci,1,2,3,,,,
Non-fiction,History,Biographies,Mahatma Gandhi,1,3,4,,,,
Non-fiction,History,Biographies,Martin Luther King Jr.,1,2,3,,,,
Non-fiction,History,Biographies,Marie Curie,1,2,4,,,,
Non-fiction,History,Biographies,Nelson Mandela,2,5,7,,,,
Non-fiction,History,Biographies,Abraham Lincoln,2,5,8,,,,
Non-fiction,History,Biographies,Charles Darwin,2,3,5,,,,
Non-fiction,History,Biographies,Wolfgang Amadeus Mozart,2,3,5,,,,
Non-fiction,History,Biographies,Steve Jobs,2,3,6,,,,
Non-fiction,History,Biographies,Rosa Parks,3,5,7,,,,
Non-fiction,History,Biographies,Helen Keller,3,5,6,,,,
Non-fiction,History,Biographies,Amelia Earhart,3,6,8,,,,
Non-fiction,History,Biographies,Thomas Edison,3,6,8,,,,
Non-fiction,History,Biographies,Frida Kahlo,3,5,8,,,,
Non-fiction,History,Biographies,Isaac Newton,4,5,8,,,,
Non-fiction,History,Biographies,Jane Goodall,4,5,8,,,,
Non-fiction,History,Biographies,Galileo Galilei,4,6,8,,,,
Non-fiction,History,Biographies,Anne Frank,4,5,7,,,,
Non-fiction,History,Biographies,Alexander Graham Bell,4,5,7,,,,
Non-fiction,History,Biographies,Pablo Picasso,5,7,9,,,,
Non-fiction,History,Biographies,Coco Chanel,5,6,8,,,,
Non-fiction,History,Biographies,Eleanor Roosevelt,5,8,11,,,,
Non-fiction,History,Biographies,William Shakespeare,5,6,9,,,,
Non-fiction,History,Biographies,Vincent van Gogh,5,8,9,,,,
Non-fiction,History,Biographies,Winston Churchill,6,9,12,,,,
Non-fiction,History,Biographies,Florence Nightingale,6,7,8,,,,
Non-fiction,History,Biographies,Benjamin Franklin,6,7,9,,,,
Non-fiction,History,Biographies,Rosa Luxemburg,6,8,10,,,,
Non-fiction,History,Biographies,Ernest Hemingway,6,9,12,,,,
Non-fiction,History,Biographies,Frida Kahlo,7,9,10,,,,
Non-fiction,History,Biographies,Malcolm X,7,10,12,,,,
Non-fiction,History,Biographies,John F. Kennedy,7,10,13,,,,
Non-fiction,History,Biographies,Sojourner Truth,7,9,12,,,,
Non-fiction,History,Biographies,Genghis Khan,7,9,11,,,,
Non-fiction,History,Biographies,Cleopatra,8,9,11,,,,
Non-fiction,History,Biographies,Marie Antoinette,8,11,13,,,,
Non-fiction,History,Biographies,Joan of Arc,8,11,14,,,,
Non-fiction,History,Biographies,Socrates,8,11,14,,,,
Non-fiction,History,Biographies,Marcus Aurelius,8,10,11,,,,
Non-fiction,History,Biographies,Catherine the Great,9,12,13,,,,
Non-fiction,History,Biographies,Confucius,9,12,13,,,,
Non-fiction,History,Biographies,Harriet Tubman,9,11,13,,,,
Non-fiction,History,Biographies,Anne Boleyn,9,12,15,,,,
Non-fiction,History,Biographies,Leonardo da Vinci,9,12,13,,,,
Non-fiction,History,Biographies,Pablo Neruda,10,13,16,,,,
Non-fiction,History,Biographies,Ada Lovelace,10,12,14,,,,
Non-fiction,History,Biographies,Ernest Shackleton,10,13,15,,,,
Non-fiction,History,Biographies,Nikola Tesla,10,11,14,,,,
Non-fiction,History,Biographies,Eleanor Roosevelt,10,12,14,,,,
Non-fiction,Science and technology,Exotic organisms,Bengal tiger,1,2,5,,,,
Non-fiction,Science and technology,Exotic organisms,African elephant,1,4,5,,,,
Non-fiction,Science and technology,Exotic organisms,Orangutan,1,3,5,,,,
Non-fiction,Science and technology,Exotic organisms,Koala,1,3,5,,,,
Non-fiction,Science and technology,Exotic organisms,Kangaroo,1,2,3,,,,
Non-fiction,Science and technology,Exotic organisms,Giant panda,2,3,6,,,,
Non-fiction,Science and technology,Exotic organisms,Komodo dragon,2,3,6,,,,
Non-fiction,Science and technology,Exotic organisms,Snow leopard,2,5,6,,,,
Non-fiction,Science and technology,Exotic organisms,Blue whale,2,5,8,,,,
Non-fiction,Science and technology,Exotic organisms,Galapagos tortoise,2,4,7,,,,
Non-fiction,Science and technology,Exotic organisms,Red-crowned crane,3,5,7,,,,
Non-fiction,Science and technology,Exotic organisms,Cheetah,3,6,9,,,,
Non-fiction,Science and technology,Exotic organisms,Nile crocodile,3,4,6,,,,
Non-fiction,Science and technology,Exotic organisms,Scarlet macaw,3,5,8,,,,
Non-fiction,Science and technology,Exotic organisms,Amazonian pink river dolphin,3,6,8,,,,
Non-fiction,Science and technology,Exotic organisms,Poison dart frog,4,5,8,,,,
Non-fiction,Science and technology,Exotic organisms,Chimpanzee,4,6,7,,,,
Non-fiction,Science and technology,Exotic organisms,Emperor penguin,4,7,8,,,,
Non-fiction,Science and technology,Exotic organisms,Serval,4,5,6,,,,
Non-fiction,Science and technology,Exotic organisms,Red-eyed tree frog,4,5,7,,,,
Non-fiction,Science and technology,Exotic organisms,Okapi,5,8,9,,,,
Non-fiction,Science and technology,Exotic organisms,Golden lion tamarin,5,8,11,,,,
Non-fiction,Science and technology,Exotic organisms,Axolotl,5,6,8,,,,
Non-fiction,Science and technology,Exotic organisms,Meerkat,5,6,8,,,,
Non-fiction,Science and technology,Exotic organisms,Fennec fox,5,8,9,,,,
Non-fiction,Science and technology,Exotic organisms,Red panda,6,9,11,,,,
Non-fiction,Science and technology,Exotic organisms,Lemur,6,9,12,,,,
Non-fiction,Science and technology,Exotic organisms,Quokka,6,8,9,,,,
Non-fiction,Science and technology,Exotic organisms,Tarsier,6,8,10,,,,
Non-fiction,Science and technology,Exotic organisms,Aye-aye,6,8,11,,,,
Non-fiction,Science and technology,Exotic organisms,Galapagos marine iguana,7,9,12,,,,
Non-fiction,Science and technology,Exotic organisms,Kiwi,7,10,12,,,,
Non-fiction,Science and technology,Exotic organisms,Gharial,7,9,10,,,,
Non-fiction,Science and technology,Exotic organisms,Fossa,7,9,12,,,,
Non-fiction,Science and technology,Exotic organisms,Proboscis monkey,7,8,11,,,,
Non-fiction,Science and technology,Exotic organisms,Maned wolf,8,9,10,,,,
Non-fiction,Science and technology,Exotic organisms,Blue-footed booby,8,9,11,,,,
Non-fiction,Science and technology,Exotic organisms,Dhole,8,9,10,,,,
Non-fiction,Science and technology,Exotic organisms,Binturong,8,9,10,,,,
Non-fiction,Science and technology,Exotic organisms,Saiga antelope,8,9,10,,,,
Non-fiction,Science and technology,Exotic organisms,Tapir,9,10,12,,,,
Non-fiction,Science and technology,Exotic organisms,Red river hog,9,12,13,,,,
Non-fiction,Science and technology,Exotic organisms,Harpy eagle,9,10,12,,,,
Non-fiction,Science and technology,Exotic organisms,Sun bear,9,10,12,,,,
Non-fiction,Science and technology,Exotic organisms,Vicuña,9,12,15,,,,
Non-fiction,Science and technology,Exotic organisms,Dugong,10,11,12,,,,
Non-fiction,Science and technology,Exotic organisms,Shoebill,10,13,16,,,,
Non-fiction,Science and technology,Exotic organisms,Proboscis monkey,10,12,14,,,,
Non-fiction,Science and technology,Exotic organisms,Secretary bird,10,12,14,,,,
Non-fiction,Science and technology,Exotic organisms,Quokka,10,12,15,,,,
Non-fiction,Science and technology,Earth Science,Plate tectonics,1,3,5,,,,
Non-fiction,Science and technology,Earth Science,Volcanoes,1,4,7,,,,
Non-fiction,Science and technology,Earth Science,Earthquakes,1,2,5,,,,
Non-fiction,Science and technology,Earth Science,Weathering and erosion,1,2,5,,,,
Non-fiction,Science and technology,Earth Science,Rocks and minerals,1,3,6,,,,
Non-fiction,Science and technology,Earth Science,Fossils,2,5,6,,,,
Non-fiction,Science and technology,Earth Science,Climate change,2,3,4,,,,
Non-fiction,Science and technology,Earth Science,Renewable energy,2,4,7,,,,
Non-fiction,Science and technology,Earth Science,Water cycle,2,5,6,,,,
Non-fiction,Science and technology,Earth Science,Geothermal energy,2,4,6,,,,
Non-fiction,Science and technology,Earth Science,Tsunamis,3,6,7,,,,
Non-fiction,Science and technology,Earth Science,Weather patterns,3,4,6,,,,
